old_ref	old_anchor	old_title	new_file	new_section	disposition	note
WL-SPEC-25	sec-8.3	8.3 What counts as substantive	05-documents.md	10	moved	
WL-SPEC-25	sec-8.4	8.4 Enforcement is server-side	05-documents.md	10	merged	
WL-SPEC-25	sec-8.5	8.5 Notes	05-documents.md	10	moved	
WL-SPEC-25	sec-8.6	8.6 Stale plans	05-documents.md	10	moved	
WL-SPEC-25	sec-8.7	8.7 Grooming	05-documents.md	9	merged	
WL-SPEC-25	sec-8.8	8.8 Tier routing on claim	05-documents.md	10	moved	
WL-SPEC-25	sec-9	9. Plans are documents	05-documents.md	11	moved	plan-is-a-document rationale and cardinality test merged into 2
WL-SPEC-25	sec-9.1	9.1 Task declarations — the `## Tasks` section	05-documents.md	11	moved	
WL-SPEC-25	sec-9.2	9.2 Acceptance mints the plan's tasks	05-documents.md	11	moved	
WL-SPEC-25	sec-9.3	9.3 Spec fan-out is a query	05-documents.md	11	moved	
WL-SPEC-26	sec-0	Why	06-design-queries-intents-decks.md	-	dropped-history	
WL-SPEC-26	sec-1	Where the answers come from	06-design-queries-intents-decks.md	1.1	moved	
WL-SPEC-26	sec-10	Testing	06-design-queries-intents-decks.md	-	dropped-other	test plan; lives with the code, not the design
WL-SPEC-26	sec-11	Out of scope	06-design-queries-intents-decks.md	-	dropped-other	non-goals list referring to 025 sections and backfills already done
WL-SPEC-26	sec-12	Acceptance criteria	06-design-queries-intents-decks.md	-	dropped-other	acceptance criteria restate the rules already in 1.x-4.x
WL-SPEC-26	sec-2	lode doc list	06-design-queries-intents-decks.md	1.2	moved	2.1→1.3, 2.2→1.4, 2.3→1.5, 2.4→1.6, 2.5→1.7
WL-SPEC-26	sec-3	Showing a document: lode show	06-design-queries-intents-decks.md	2	moved	3.1→2.3, 3.2→2.4
WL-SPEC-26	sec-4	Reference resolution and integrity	06-design-queries-intents-decks.md	3	moved	4.1→3.4, 4.2→3.2, 4.3→3.3
WL-SPEC-26	sec-5	A plan covers sections; it implements none	06-design-queries-intents-decks.md	4	moved	5.1→4.1/4.2, 5.2→4.3, 5.3→4.2, 5.4→4.4
WL-SPEC-26	sec-6	Ontology	06-design-queries-intents-decks.md	4.6	moved	6.2→4.6, 6.3→4.6, 6.4→4.6
WL-SPEC-26	sec-6.1	Two terms this displaces	06-design-queries-intents-decks.md	4.6	merged	only the wl:cutFrom term row survives; rename rationale dropped
WL-SPEC-26	sec-7	Checks	06-design-queries-intents-decks.md	4.5	moved	
WL-SPEC-26	sec-7.1	Documents the rename reaches	06-design-queries-intents-decks.md	-	dropped-history	
WL-SPEC-26	sec-8	Documentation changes	06-design-queries-intents-decks.md	-	dropped-history	
WL-SPEC-26	sec-9	Implementation	06-design-queries-intents-decks.md	-	dropped-history	
WL-SPEC-29	sec-0	Why	-	-	dropped-history	rollout motivation
WL-SPEC-29	sec-1	The investigation is a project	03-tasks-and-execution.md	13	moved	
WL-SPEC-29	sec-2	Milestones and deliverables	03-tasks-and-execution.md	13	moved	
WL-SPEC-29	sec-3	Deliverables	03-tasks-and-execution.md	13	moved	
WL-SPEC-29	sec-4	Identifiers	03-tasks-and-execution.md	13	merged	13.4 with sec-5
WL-SPEC-29	sec-5	References across projects	03-tasks-and-execution.md	13	merged	13.4 with sec-4
WL-SPEC-29	sec-6.1	Assignee, participants, contributors	03-tasks-and-execution.md	13	moved	
WL-SPEC-29	sec-6.2	Identity and roles	02-identity-actors-and-secrets.md	13	pointer	13.5 keeps one line, actor fields owned by 02
WL-SPEC-29	sec-7	Approvals	03-tasks-and-execution.md	13	moved	
WL-SPEC-29	sec-8.1	Intake	03-tasks-and-execution.md	13	moved	
WL-SPEC-29	sec-8.2	Events out	03-tasks-and-execution.md	13	merged	13.8
WL-SPEC-29	sec-8.3	Events in	03-tasks-and-execution.md	13	merged	13.8
WL-SPEC-29	sec-8.4	Google Chat crew spaces	03-tasks-and-execution.md	13	merged	13.8
WL-SPEC-29	sec-9	Out of scope	03-tasks-and-execution.md	-	merged	access-control item kept in Open questions; rest dropped
WL-SPEC-32	sec-0	Purpose and boundary	10-cockpit.md	-	merged	
WL-SPEC-32	sec-1	Facts drive the interface	10-cockpit.md	1	moved	
WL-SPEC-32	sec-10	Accessibility and responsive behavior	10-cockpit.md	4	moved	
WL-SPEC-32	sec-11	First interactive release	-	-	dropped-history	
WL-SPEC-32	sec-12	Cockpit rendering and styling toolchain	10-cockpit.md	3	merged	
WL-SPEC-32	sec-13	Non-goals	10-cockpit.md	17	merged	
WL-SPEC-32	sec-2	Application and project navigation	10-cockpit.md	2	merged	
WL-SPEC-32	sec-3	One cockpit with lifecycle modes	10-cockpit.md	5.1	moved	
WL-SPEC-32	sec-3.1	Stage due dates	10-cockpit.md	5.2	moved	
WL-SPEC-32	sec-4	Focus and the next decision	10-cockpit.md	5.3	moved	
WL-SPEC-32	sec-5	Intake and promotion	10-cockpit.md	7	moved	
WL-SPEC-32	sec-6	People and agent presentation	10-cockpit.md	8	moved	
WL-SPEC-32	sec-7	Deliverables and review	10-cockpit.md	9	moved	
WL-SPEC-32	sec-8	Automation and unattended execution	10-cockpit.md	10	moved	
WL-SPEC-32	sec-9	Home and the Morning Brief	10-cockpit.md	11	moved	
WL-SPEC-37	sec-0	Purpose & scope	09-cli-and-skills.md	8	moved	
WL-SPEC-37	sec-1	Why vendoring rather than composition	09-cli-and-skills.md	8	merged	
WL-SPEC-37	sec-10	Testing	09-cli-and-skills.md	-	dropped-other	test plan; specs2 carries no test plans
WL-SPEC-37	sec-11	Non-goals	09-cli-and-skills.md	-	dropped-stale	
WL-SPEC-37	sec-12	Open questions	09-cli-and-skills.md	Open questions	merged	
WL-SPEC-37	sec-13	Acceptance criteria	09-cli-and-skills.md	-	dropped-other	acceptance criteria; specs2 carries none
WL-SPEC-37	sec-2	The vendored tree	09-cli-and-skills.md	8.1	moved	
WL-SPEC-37	sec-3	The skill set	09-cli-and-skills.md	8.2	moved	
WL-SPEC-37	sec-4	Skill identity is plugin-qualified	09-cli-and-skills.md	7.4	moved	
WL-SPEC-37	sec-5	`lode install` owns versions and suppression	09-cli-and-skills.md	8.3	moved	
WL-SPEC-37	sec-6	Grilling over Worklode documents	09-cli-and-skills.md	8.4	moved	
WL-SPEC-37	sec-7	`lode doc fetch`	09-cli-and-skills.md	8.5	moved	
WL-SPEC-37	sec-8	Metrics	09-cli-and-skills.md	8.5	merged	
WL-SPEC-37	sec-9	Degradation	09-cli-and-skills.md	8.5	merged	
WL-SPEC-38	sec-0	Why	01-system-and-deployment.md	5	merged	
WL-SPEC-38	sec-1	What changes, and what does not	01-system-and-deployment.md	5	merged	
WL-SPEC-38	sec-2	The bootstrap is repo-committed	01-system-and-deployment.md	5.1	moved	
WL-SPEC-38	sec-2.1	Why not a tool manager, yet	01-system-and-deployment.md	5.1	merged	
WL-SPEC-38	sec-2.2	System packages stay in the image	01-system-and-deployment.md	5.1	merged	
WL-SPEC-38	sec-3	Worker images	01-system-and-deployment.md	5.2	moved	
WL-SPEC-38	sec-3.1	The image family	01-system-and-deployment.md	5.2	moved	
WL-SPEC-38	sec-3.2	Tagging is content-addressed	01-system-and-deployment.md	5.3	moved	
WL-SPEC-38	sec-3.3	Egress is default-deny, with a named baseline	01-system-and-deployment.md	5.4	moved	
WL-SPEC-38	sec-4	The sandbox session	01-system-and-deployment.md	5.5	moved	
WL-SPEC-38	sec-4.1	The entry point is the CLI, not the plugin	01-system-and-deployment.md	5.5	merged	
WL-SPEC-38	sec-4.2	Hooks must arrive before the session, not during it	01-system-and-deployment.md	5.5	merged	
WL-SPEC-38	sec-4.3	Identity	01-system-and-deployment.md	5.5	merged	token model itself pointed to 02
WL-SPEC-38	sec-4.4	Secrets	02-identity-actors-and-secrets.md	5.5	pointer	
WL-SPEC-38	sec-4.5	A seam for human-in-the-loop questions	01-system-and-deployment.md	5.5	merged	relay row kept, question direction moved to Open questions
WL-SPEC-38	sec-5	Seams for backbone-initiated dispatch	01-system-and-deployment.md	5.6	moved	
WL-SPEC-38	sec-5.1	Why not an external agent runtime, yet	01-system-and-deployment.md	5.6	merged	
WL-SPEC-38	sec-6	Testing	01-system-and-deployment.md	9	merged	
WL-SPEC-38	sec-7	Out of scope	-	-	dropped-other	non-goals list, no design fact
WL-SPEC-38	sec-8	Open questions	01-system-and-deployment.md	Open questions	merged	
WL-SPEC-38	sec-9	Acceptance criteria	01-system-and-deployment.md	9	merged	
WL-SPEC-39	sec-0	Purpose & scope	-	-	dropped-history	
WL-SPEC-39	sec-1	The access surface	01-system-and-deployment.md	4.1	merged	condensed to one paragraph of rationale
WL-SPEC-39	sec-2	Where each instance runs	01-system-and-deployment.md	4.1	moved	
WL-SPEC-39	sec-3	Instance environment is not deployment environment	01-system-and-deployment.md	4.2	moved	
WL-SPEC-39	sec-4	The prod overlay	01-system-and-deployment.md	4.3	moved	
WL-SPEC-39	sec-4.1	Cutover from hzprod	-	-	dropped-history	
WL-SPEC-39	sec-5	Non-goals	-	-	dropped-other	non-goals list, no design fact
WL-SPEC-39	sec-6	Relationship to other documents	01-system-and-deployment.md	4.3	merged	session-gate sentence kept, rest dropped
WL-SPEC-40	sec-0	Why	07-knowledge-graph-and-search.md	-	dropped-history	rationale; the child_of ranking example survives as one line in 15
WL-SPEC-40	sec-1	What gets indexed	07-knowledge-graph-and-search.md	14	moved	14.1
WL-SPEC-40	sec-10	Metrics	07-knowledge-graph-and-search.md	17	merged	
WL-SPEC-40	sec-11	Degraded operation	07-knowledge-graph-and-search.md	17	merged	
WL-SPEC-40	sec-12	Open questions	07-knowledge-graph-and-search.md	Open questions	merged	items 1-4 kept; item 5 (skill bundle files) dropped
WL-SPEC-40	sec-13	Acceptance	07-knowledge-graph-and-search.md	-	dropped-other	acceptance criteria; the new doc carries none
WL-SPEC-40	sec-2	The embedding space	07-knowledge-graph-and-search.md	14	moved	14.2; sec-2.1-2.4 collapsed
WL-SPEC-40	sec-3	Provider interface	07-knowledge-graph-and-search.md	14	moved	14.3
WL-SPEC-40	sec-4	Chunking	07-knowledge-graph-and-search.md	14	moved	14.4; sec-4.1-4.4 collapsed
WL-SPEC-40	sec-5	Storage	07-knowledge-graph-and-search.md	14	moved	14.5; DDL gains embedding_bf16 from WL-SPEC-69
WL-SPEC-40	sec-6	Retrieval: two arms, fused by rank	07-knowledge-graph-and-search.md	15	moved	sec-6.1-6.5 collapsed into four paragraphs
WL-SPEC-40	sec-7	Freshness: convergence, not hooks	07-knowledge-graph-and-search.md	16	moved	
WL-SPEC-40	sec-8	Provider change invalidates the vectors	07-knowledge-graph-and-search.md	16	merged	per-column form from WL-SPEC-69 sec-3.2
WL-SPEC-40	sec-9	Surfaces	07-knowledge-graph-and-search.md	17	moved	
WL-SPEC-41	sec-0	Purpose & scope	08-agent-harness-and-sessions.md	9	merged	
WL-SPEC-41	sec-1	Package boundary and installation	08-agent-harness-and-sessions.md	9	merged	
WL-SPEC-41	sec-2	Extension adapter	08-agent-harness-and-sessions.md	9	merged	
WL-SPEC-41	sec-3	Lifecycle mapping	08-agent-harness-and-sessions.md	9	merged	
WL-SPEC-41	sec-4	Commands, skills, and status	08-agent-harness-and-sessions.md	9	merged	
WL-SPEC-41	sec-5	Discovery criteria	-	-	dropped-other	build-time discovery list; results become tests or amendments, none recorded
WL-SPEC-41	sec-6	Testing and acceptance criteria	08-agent-harness-and-sessions.md	9	merged	
WL-SPEC-41	sec-7	Dependencies and sources	-	-	dropped-history	
WL-SPEC-42	sec-0	Purpose & scope	02-identity-actors-and-secrets.md	10.2	merged	
WL-SPEC-42	sec-1	The split model	02-identity-actors-and-secrets.md	10.2	merged	
WL-SPEC-42	sec-2	Catalog declaration	02-identity-actors-and-secrets.md	10.2	merged	
WL-SPEC-42	sec-3	Materialization	02-identity-actors-and-secrets.md	10.4	merged	
WL-SPEC-42	sec-4	Rendering & execution	02-identity-actors-and-secrets.md	10.5	merged	
WL-SPEC-42	sec-5	Degradation	02-identity-actors-and-secrets.md	10.8	merged	
WL-SPEC-42	sec-6	Acceptance criteria	02-identity-actors-and-secrets.md	-	dropped-other	acceptance criteria not carried into the consolidated spec
WL-SPEC-44	sec-0	Purpose & scope	03-tasks-and-execution.md	12	merged	
WL-SPEC-44	sec-1	Delete is not abandon	03-tasks-and-execution.md	12	moved	
WL-SPEC-44	sec-2	The tombstone	03-tasks-and-execution.md	12	moved	
WL-SPEC-44	sec-3	Justification, by instance environment	03-tasks-and-execution.md	12	moved	
WL-SPEC-44	sec-4	What a tombstone hides	03-tasks-and-execution.md	12	moved	
WL-SPEC-44	sec-5	Surfaces	03-tasks-and-execution.md	12	moved	
WL-SPEC-44	sec-6	Metrics	-	-	dropped-other	worklode_deletes_total not carried into the new doc; gap to fill in 12 or 01
WL-SPEC-45	sec-0	Purpose & scope	04-done-verification-workflows.md	8	merged	definition and boundary kept in intro and 8 lede; legalTransitions-subsumption rationale dropped
WL-SPEC-45	sec-1	The model	04-done-verification-workflows.md	8.1-8.4	moved	
WL-SPEC-45	sec-1.1	Vocabulary and machine are different things	04-done-verification-workflows.md	8.1	moved	
WL-SPEC-45	sec-1.2	The mandatory core	04-done-verification-workflows.md	8.2	moved	
WL-SPEC-45	sec-1.3	Optional states and declared entries	04-done-verification-workflows.md	8.3	moved	
WL-SPEC-45	sec-1.4	The default workflow	04-done-verification-workflows.md	8.4	moved	
WL-SPEC-45	sec-10	Non-goals and deferred	04-done-verification-workflows.md	12	merged	
WL-SPEC-45	sec-11	Acceptance criteria	04-done-verification-workflows.md	-	dropped-other	acceptance criteria are a test plan, not design
WL-SPEC-45	sec-2	The guard	04-done-verification-workflows.md	8.5	moved	
WL-SPEC-45	sec-3	Which workflow governs a task	04-done-verification-workflows.md	8.6	moved	
WL-SPEC-45	sec-4	Storage	04-done-verification-workflows.md	8.7, 8.8	moved	
WL-SPEC-45	sec-4.1	Shape	04-done-verification-workflows.md	8.7	moved	
WL-SPEC-45	sec-4.2	Validation	04-done-verification-workflows.md	8.8	moved	
WL-SPEC-45	sec-4.3	Migration	04-done-verification-workflows.md	-	dropped-history	
WL-SPEC-45	sec-5	Every state reader, accounted for	04-done-verification-workflows.md	8.9	moved	5.1-5.5 collapsed to the four-class table plus two paragraphs
WL-SPEC-45	sec-6	Changing a workflow: review, not a gate	04-done-verification-workflows.md	8.10	moved	6.1-6.3 in 8.10
WL-SPEC-45	sec-7	Relation to `done_state` and Deliverable	04-done-verification-workflows.md	9	moved	
WL-SPEC-45	sec-8	Metrics	04-done-verification-workflows.md	11	merged	
WL-SPEC-45	sec-9	Testing	04-done-verification-workflows.md	-	dropped-other	test plan, not design
WL-SPEC-46	sec-0	Purpose & scope	04-done-verification-workflows.md	10	merged	
WL-SPEC-46	sec-1	The model	04-done-verification-workflows.md	10, 10.1	moved	
WL-SPEC-46	sec-1.1	What rules are for	04-done-verification-workflows.md	10	moved	
WL-SPEC-46	sec-1.2	The trigger: `wl:TaskTransitioned`	04-done-verification-workflows.md	10.1	moved	
WL-SPEC-46	sec-1.3	First match wins	04-done-verification-workflows.md	10.1	moved	
WL-SPEC-46	sec-1.4	No rule cascades	04-done-verification-workflows.md	10.1	moved	
WL-SPEC-46	sec-2	Rule configuration	04-done-verification-workflows.md	10.2	moved	2.1 shape and 2.2 validation both in 10.2
WL-SPEC-46	sec-3	Evaluation semantics	04-done-verification-workflows.md	10.3	moved	3.1-3.4 in 10.3
WL-SPEC-46	sec-4	LLM-backed rules	04-done-verification-workflows.md	10.4	moved	4.1-4.4 in 10.4
WL-SPEC-46	sec-5	Execution model	04-done-verification-workflows.md	10.5	moved	5.1-5.4 in 10.5
WL-SPEC-46	sec-6	Metrics	04-done-verification-workflows.md	11	merged	
WL-SPEC-46	sec-7	Testing	04-done-verification-workflows.md	-	dropped-other	test plan, not design
WL-SPEC-46	sec-8	Non-goals and deferred	04-done-verification-workflows.md	12	merged	
WL-SPEC-46	sec-9	Acceptance criteria	04-done-verification-workflows.md	-	dropped-other	acceptance criteria are a test plan, not design
WL-SPEC-52	sec-0	Problem	01-system-and-deployment.md	8	merged	
WL-SPEC-52	sec-1	Schema	01-system-and-deployment.md	8.1	moved	
WL-SPEC-52	sec-2	Store and API	01-system-and-deployment.md	8.2	moved	
WL-SPEC-52	sec-3	Hook wiring	01-system-and-deployment.md	7.4	dropped-stale	hookrun transcript reporting superseded by OTel (63); only the cwd-to-task/overhead classification rule survives in 7.4
WL-SPEC-52	sec-4	Wire model and cockpit	01-system-and-deployment.md	8.3	moved	CostOverhead wire model
WL-SPEC-52	sec-4	Wire model and cockpit	01-system-and-deployment.md	8.4	moved	cockpit card
WL-SPEC-52	sec-5	Testing	01-system-and-deployment.md	9	merged	
WL-SPEC-52	sec-6	Out of scope	01-system-and-deployment.md	8.3	merged	currency-conversion and no-per-session-surface lines kept
WL-SPEC-53	sec-0	Problem	-	-	dropped-history	
WL-SPEC-53	sec-1	Shipped executables	01-system-and-deployment.md	3.1	moved	
WL-SPEC-53	sec-2	Dependency boundaries and startup	01-system-and-deployment.md	3.2	moved	
WL-SPEC-53	sec-3	Compatibility and managed bindings	01-system-and-deployment.md	3.3	moved	shim compatibility window dropped as stale, bindings kept
WL-SPEC-53	sec-4	Distribution and deployment	01-system-and-deployment.md	3.4	moved	
WL-SPEC-53	sec-5	Failure behavior	01-system-and-deployment.md	3.5	moved	
WL-SPEC-53	sec-6	Verification	01-system-and-deployment.md	9	merged	
WL-SPEC-53	sec-7	Out of scope	-	-	dropped-other	non-goals list, no design fact
WL-SPEC-54	sec-0	Problem	02-identity-actors-and-secrets.md	1.2	merged	
WL-SPEC-54	sec-1	What an actor is for	02-identity-actors-and-secrets.md	1	moved	
WL-SPEC-54	sec-2	Dimensions that are not identities	02-identity-actors-and-secrets.md	1.2	moved	
WL-SPEC-54	sec-3	The roster	02-identity-actors-and-secrets.md	1.2	moved	
WL-SPEC-54	sec-4	The dispatching human	02-identity-actors-and-secrets.md	2	moved	
WL-SPEC-54	sec-5	Launch profiles are configuration	02-identity-actors-and-secrets.md	1.2	merged	
WL-SPEC-54	sec-6	Non-goals	02-identity-actors-and-secrets.md	1.2	merged	
WL-SPEC-55	sec-0	0. Why	05-documents.md	-	dropped-history	
WL-SPEC-55	sec-1	1. What already exists	05-documents.md	16	moved	
WL-SPEC-55	sec-2	2. The duplicate-slug hazard	05-documents.md	16	merged	
WL-SPEC-55	sec-3	3. The files are deleted	05-documents.md	16	merged	
WL-SPEC-55	sec-4	4. Repointing the tools	05-documents.md	16	merged	hook table reduced to one line of owning rules
WL-SPEC-55	sec-4.1	4.1 Dangling references are reported	05-documents.md	16	moved	
WL-SPEC-55	sec-5	5. Order of operations	05-documents.md	-	dropped-history	
WL-SPEC-55	sec-6	6. Out of scope	05-documents.md	-	dropped-history	
WL-SPEC-55	sec-7	7. Acceptance criteria	05-documents.md	16	merged	only the cockpit-reachability criterion kept
WL-SPEC-56	sec-0	Purpose	10-cockpit.md	-	merged	
WL-SPEC-56	sec-1	One navigation row	10-cockpit.md	2.1	moved	
WL-SPEC-56	sec-2	Every project page carries the project sidebar	10-cockpit.md	2.2	moved	
WL-SPEC-56	sec-3	The inbox	10-cockpit.md	12	moved	
WL-SPEC-56	sec-4	The inbox indicator	10-cockpit.md	2.3	moved	
WL-SPEC-56	sec-5	Non-goals	10-cockpit.md	17	merged	
WL-SPEC-57	sec-0	Why	04-done-verification-workflows.md	-	dropped-history	
WL-SPEC-57	sec-1	The three cases the design has to cover	04-done-verification-workflows.md	-	dropped-history	motivating cases; the rule they produce is in 1.2
WL-SPEC-57	sec-2	The declaration	04-done-verification-workflows.md	1	moved	
WL-SPEC-57	sec-2.1	Resolution	04-done-verification-workflows.md	1.1	moved	
WL-SPEC-57	sec-2.2	What a project defaults to	04-done-verification-workflows.md	1.2	moved	
WL-SPEC-57	sec-3	The brief	04-done-verification-workflows.md	2	moved	
WL-SPEC-57	sec-4	Does `done` verify, or only assert?	04-done-verification-workflows.md	3	moved	4.1-4.3 are the three table rows of section 3
WL-SPEC-57	sec-5	Lease and worktree retention	04-done-verification-workflows.md	4	moved	
WL-SPEC-57	sec-6	What this unlocks: external evidence routing	04-done-verification-workflows.md	5	moved	
WL-SPEC-57	sec-7	Storage and surface	04-done-verification-workflows.md	1.3, 11	merged	schema/API/CLI in 1.3, metrics in 11; backfill paragraph dropped as migration history
WL-SPEC-57	sec-8	Out of scope	04-done-verification-workflows.md	12	merged	
WL-SPEC-57	sec-9	Acceptance criteria	04-done-verification-workflows.md	-	dropped-other	acceptance criteria are a test plan, not design
WL-SPEC-58	sec-0	Why	04-done-verification-workflows.md	-	dropped-history	
WL-SPEC-58	sec-1	What this spec decides, and what it declines	04-done-verification-workflows.md	-	dropped-history	roadmap of the spec; substance is in the H3s below
WL-SPEC-58	sec-1.1	No second state field	04-done-verification-workflows.md	6	merged	the declined `resolution` enum opens section 6
WL-SPEC-58	sec-1.2	Reopen stays the safety net	04-done-verification-workflows.md	7.1	merged	last paragraph of 7.1
WL-SPEC-58	sec-2	Provenance of a delivery state	04-done-verification-workflows.md	6	moved	2.1-2.4 all in 6; WL-412/WL-413 defect references dropped
WL-SPEC-58	sec-3	The verification prompt	04-done-verification-workflows.md	7	moved	3.1-3.3 rationale kept as one paragraph in 7
WL-SPEC-58	sec-4	What the verification task must state	04-done-verification-workflows.md	7.1	moved	
WL-SPEC-58	sec-5	Out of scope	04-done-verification-workflows.md	12	merged	
WL-SPEC-59	sec-0	Why	10-cockpit.md	13	merged	
WL-SPEC-59	sec-1	The review is the API; the desk is a client	10-cockpit.md	13.1	moved	
WL-SPEC-59	sec-1.1	What is copied, what is run, what is owned	10-cockpit.md	13.1	moved	
WL-SPEC-59	sec-1.2	Alternatives	-	-	dropped-history	
WL-SPEC-59	sec-10	Metrics	10-cockpit.md	13.8	merged	
WL-SPEC-59	sec-11	Events and `ns/`	10-cockpit.md	13.8	merged	
WL-SPEC-59	sec-12	Testing	-	-	dropped-other	test strategy, not design; lives in code
WL-SPEC-59	sec-13	Changes to other specs	-	-	dropped-history	
WL-SPEC-59	sec-14	Out of scope	10-cockpit.md	17	merged	
WL-SPEC-59	sec-15	Acceptance criteria	-	-	dropped-history	
WL-SPEC-59	sec-16	Dependencies	-	-	dropped-history	
WL-SPEC-59	sec-2	One review over documents and changes	10-cockpit.md	13.1	merged	
WL-SPEC-59	sec-2.1	Anchors	10-cockpit.md	13.2	moved	
WL-SPEC-59	sec-3	Threads, and the question that is not a change request	10-cockpit.md	13.3	moved	
WL-SPEC-59	sec-3.1	Where a question sits on 025's escalation ladder	10-cockpit.md	13.3	merged	
WL-SPEC-59	sec-4	Guides	10-cockpit.md	13.4	moved	
WL-SPEC-59	sec-4.1	Composing with reading diffs (meat)	10-cockpit.md	13.4	moved	
WL-SPEC-59	sec-4.2	The honesty rule	10-cockpit.md	13.4	moved	
WL-SPEC-59	sec-5	Schema	10-cockpit.md	13.5	moved	
WL-SPEC-59	sec-6	API and `lode` verbs	10-cockpit.md	13.6	moved	
WL-SPEC-59	sec-7	Surfaces and clients	10-cockpit.md	13.6	merged	
WL-SPEC-59	sec-7.1	The interim crit bridge	10-cockpit.md	13.6	merged	
WL-SPEC-59	sec-7.2	Documents through `lode doc export`	10-cockpit.md	13.6	merged	
WL-SPEC-59	sec-8	Verdicts and gates	10-cockpit.md	13.7	moved	
WL-SPEC-59	sec-9	Degradation	10-cockpit.md	13.8	merged	
WL-SPEC-60	sec-0	Why	10-cockpit.md	14	merged	
WL-SPEC-60	sec-1	What a reading diff is, and what it is not	10-cockpit.md	14	merged	
WL-SPEC-60	sec-1.1	The edit plan is not retained; skim spans are recovered	10-cockpit.md	14	merged	
WL-SPEC-60	sec-10	Events	10-cockpit.md	14	merged	
WL-SPEC-60	sec-11	Testing	-	-	dropped-other	test strategy, not design; lives in code
WL-SPEC-60	sec-12	Out of scope	10-cockpit.md	14	merged	
WL-SPEC-60	sec-13	Acceptance criteria	-	-	dropped-history	
WL-SPEC-60	sec-14	Dependencies	-	-	dropped-history	
WL-SPEC-60	sec-2	`internal/reading`	10-cockpit.md	14	merged	
WL-SPEC-60	sec-3	Getting the diff, and getting the tree	10-cockpit.md	14	merged	
WL-SPEC-60	sec-4	Production is queued, never inline	10-cockpit.md	14	merged	
WL-SPEC-60	sec-5	Schema	10-cockpit.md	14	merged	
WL-SPEC-60	sec-6	Cost	10-cockpit.md	14	merged	
WL-SPEC-60	sec-7	Surfaces	10-cockpit.md	14	merged	
WL-SPEC-60	sec-8	Degradation	10-cockpit.md	14	merged	
WL-SPEC-60	sec-9	Metrics	10-cockpit.md	14	merged	
WL-SPEC-61	sec-0	Problem	09-cli-and-skills.md	-	dropped-history	
WL-SPEC-61	sec-1	The naming law	09-cli-and-skills.md	1	moved	
WL-SPEC-61	sec-2	The command map	09-cli-and-skills.md	2	moved	
WL-SPEC-61	sec-2.1	Collisions and mis-named verbs	09-cli-and-skills.md	-	dropped-history	
WL-SPEC-61	sec-2.2	Verb drift	09-cli-and-skills.md	-	dropped-history	
WL-SPEC-61	sec-2.3	Views gain their noun	09-cli-and-skills.md	-	dropped-history	
WL-SPEC-61	sec-2.4	Nesting removed	09-cli-and-skills.md	-	dropped-history	
WL-SPEC-61	sec-2.5	The resulting top-level	09-cli-and-skills.md	2	moved	
WL-SPEC-61	sec-3	Completions from live data	09-cli-and-skills.md	3	merged	
WL-SPEC-61	sec-4	Ordering	09-cli-and-skills.md	3	merged	
WL-SPEC-61	sec-5	Enforcement	09-cli-and-skills.md	4	moved	
WL-SPEC-61	sec-6	Migration	09-cli-and-skills.md	4	merged	
WL-SPEC-61	sec-7	Out of scope	09-cli-and-skills.md	1	merged	
WL-SPEC-62	sec-0	Why	06-design-queries-intents-decks.md	6	merged	one-sentence intro of 6
WL-SPEC-62	sec-1	mode says how a body is rendered	06-design-queries-intents-decks.md	6.1	moved	1.1, 1.2 folded in
WL-SPEC-62	sec-2	What a deck body looks like	06-design-queries-intents-decks.md	6.2	moved	2.1, 2.2→6.2; 2.3 Components→6.3
WL-SPEC-62	sec-3	Decision rows	06-design-queries-intents-decks.md	6.4	moved	3.1-3.5 folded in
WL-SPEC-62	sec-4	Rendering	06-design-queries-intents-decks.md	6.5	moved	4.1-4.3 folded in
WL-SPEC-62	sec-5	Print and the record	06-design-queries-intents-decks.md	6.5	merged	
WL-SPEC-62	sec-6	Metrics	06-design-queries-intents-decks.md	6.6	merged	
WL-SPEC-62	sec-7	Authoring	06-design-queries-intents-decks.md	6.6	merged	
WL-SPEC-62	sec-8	Acceptance criteria	06-design-queries-intents-decks.md	-	dropped-other	acceptance criteria restate 6.1-6.6
WL-SPEC-62	sec-9	Non-goals	06-design-queries-intents-decks.md	6.6	merged	kept as one sentence; bulk row creation moved to Open questions
WL-SPEC-62	§2 (line 106)	What the EU has promised	06-design-queries-intents-decks.md	-	dropped-other	not a section: slide heading inside a fenced example in sec-2
WL-SPEC-63	sec-0	Why	01-system-and-deployment.md	7	merged	
WL-SPEC-63	sec-1	Collection and normalization	01-system-and-deployment.md	7.1	moved	
WL-SPEC-63	sec-2	Attribution	01-system-and-deployment.md	7.2	moved	
WL-SPEC-63	sec-3	Installation and cleanup	01-system-and-deployment.md	7.3	moved	
WL-SPEC-63	sec-4	Verification	01-system-and-deployment.md	9	merged	
WL-SPEC-63	sec-5	Historical data	01-system-and-deployment.md	7.4	moved	
WL-SPEC-64	sec-0	Why	06-design-queries-intents-decks.md	-	dropped-history	
WL-SPEC-64	sec-1	Scope and boundaries	06-design-queries-intents-decks.md	7.7	merged	the does-not-add list is the Deferred paragraph in 7.7; the adds list is the section outline
WL-SPEC-64	sec-10	Surfaces and events	06-design-queries-intents-decks.md	7.7	moved	
